"customer_id","country","gender","spent","device","checkout_system","purchases"
26503,"MEX","M",1928.06,"computer","new",11
88299,"BRA","M",1412.62,"mobile","new",8
32953,"DEU","F",1270.91,"mobile","old",2
413,"USA","M",1000.37,"mobile","new",10
10762,"DEU","M",3417.48,"mobile","new",4
48182,"USA","M",1981.76,"mobile","old",1
30571,"MEX","M",988.47,"mobile","new",4
42521,"ESP","F",31.52,"computer","old",6
74522,"USA","F",2328.91,"computer","new",3
14745,"TUR","M",2039.9,"computer","old",7
25946,"BRA","F",1145.84,"mobile","old",2
80340,"MEX","M",1164.64,"computer","old",13
43928,"DEU","F",906.32,"mobile","old",4
6601,"USA","F",1233.66,"computer","new",4
57701,"ESP","M",3136.06,"mobile","old",1
53518,"USA","M",1126.49,"computer","old",4
72326,"USA","F",1572.96,"computer","new",13
52353,"BRA","F",4484.99,"mobile","new",19
66154,"TUR","M",1484.89,"mobile","new",9
47802,"BRA","F",1419.1,"computer","new",5
31517,"BRA","F",926.05,"mobile","old",1
66075,"USA","M",2648.37,"computer","new",6
32263,"AUS","M",1927.51,"computer","new",11
95989,"MEX","M",3052.59,"mobile","new",2
69161,"ESP","F",2043.79,"computer","old",3
81118,"USA","M",2523.14,"computer","new",6
56157,"USA","F",380.86,"mobile","old",6
19392,"BRA","M",2395.63,"computer","old",2
46137,"USA","M",977.56,"computer","old",2
67747,"GBR","F",1946.16,"mobile","new",4
2286,"DEU","F",864.05,"computer","old",2
59970,"USA","M",1264.21,"computer","old",6
54661,"MEX","F",1671.98,"computer","old",1
32281,"USA","M",2124.13,"computer","new",3
64085,"CAN","F",692.03,"mobile","old",3
7826,"GBR","M",1860.28,"mobile","old",1
80287,"USA","M",2161.72,"computer","new",6
89799,"TUR","M",972.52,"computer","new",4
25449,"FRA","M",4053.04,"computer","old",5
63405,"ESP","F",5302.01,"computer","new",9
76223,"FRA","M",1763.93,"computer","new",1
64616,"BRA","M",2119.68,"computer","new",3
27455,"USA","M",1056.97,"computer","new",6
54740,"USA","M",2613.12,"mobile","new",3
78173,"FRA","M",2961.51,"mobile","new",6
20193,"USA","M",4494.76,"computer","old",5
66701,"DEU","F",1259.11,"mobile","old",2
97201,"BRA","M",3531.03,"mobile","old",11
22467,"USA","F",2609.64,"computer","old",2
95362,"TUR","F",2138.5,"computer","new",2
63167,"USA","M",691.35,"mobile","new",3
79225,"GBR","M",410.59,"mobile","old",4
49862,"TUR","M",2589.24,"mobile","old",4
84032,"USA","F",1940.11,"mobile","new",4
79331,"DEU","F",121.26,"mobile","old",1
84955,"USA","F",3095.48,"computer","new",4
51491,"USA","M",508.05,"computer","old",6
15703,"DEU","M",3492.85,"computer","old",6
6623,"USA","F",1166.24,"computer","new",4
8983,"USA","F",2152.23,"mobile","old",1
37769,"BRA","F",151.19,"computer","old",4
29479,"CAN","F",268.23,"mobile","old",1
70943,"BRA","M",1919.64,"computer","new",9
98170,"USA","F",2707.7,"mobile","old",2
78121,"DEU","F",1367.58,"mobile","new",3
86621,"FRA","F",5591.06,"mobile","new",5
1835,"GBR","M",2431.53,"mobile","new",1
42221,"USA","M",1942.78,"computer","new",4
41043,"USA","M",204.91,"mobile","old",1
90978,"USA","M",2021.88,"mobile","new",2
56529,"MEX","F",2060.81,"computer","new",9
36940,"BRA","M",2133.11,"computer","old",7
97455,"BRA","M",1146.43,"mobile","old",2
76099,"USA","F",1978.17,"mobile","new",8
38265,"FRA","F",2178.45,"mobile","old",4
76384,"FRA","F",1457.18,"computer","old",2
46438,"USA","F",3222.01,"computer","new",8
75176,"DEU","F",2121.94,"mobile","new",2
88461,"CAN","M",1368.53,"mobile","new",4
69350,"BRA","M",3438.75,"computer","old",4
8176,"BRA","F",1475.99,"mobile","new",2
94119,"USA","M",2261.24,"computer","new",4
76369,"FRA","M",312.01,"computer","old",6
17746,"CAN","F",734.43,"mobile","new",2
53873,"BRA","M",2091,"computer","new",3
29133,"BRA","M",1207.27,"computer","new",9
31,"USA","M",3332.08,"computer","old",3
7588,"USA","M",1136.35,"mobile","new",3
4620,"DEU","M",2577.12,"computer","new",4
45980,"ESP","M",1760.57,"computer","new",5
68783,"BRA","M",1956.77,"computer","new",11
51573,"BRA","M",2646.19,"computer","new",5
89552,"USA","F",1629.3,"computer","new",9
70778,"USA","M",3564.93,"mobile","old",1
11667,"TUR","M",1391.78,"computer","new",13
33027,"USA","M",346.05,"computer","old",1
87905,"DEU","F",2559.88,"computer","new",2
70945,"TUR","M",2157.58,"computer","old",6
91467,"USA","M",1953.65,"computer","new",1
76792,"DEU","M",1312.88,"mobile","new",7
89436,"DEU","M",409.04,"mobile","old",3
2450,"DEU","M",1487.6,"computer","new",2
44500,"MEX","F",3696.92,"computer","new",2
1673,"USA","F",1365.81,"mobile","new",6
19851,"USA","F",2362.87,"computer","new",1
48434,"CAN","F",2913.41,"computer","new",1
83529,"TUR","M",745.54,"mobile","old",6
6007,"DEU","F",2078.15,"computer","old",13
83680,"CAN","M",4419.15,"computer","new",4
55992,"TUR","M",682.83,"mobile","new",1
90779,"GBR","M",3205.34,"computer","new",12
78967,"USA","F",2330.57,"computer","old",3
66596,"USA","M",1201.53,"mobile","new",3
60906,"FRA","M",358.77,"mobile","new",8
78715,"BRA","F",1557.98,"computer","new",8
93289,"BRA","F",221.71,"mobile","new",2
46468,"BRA","M",1779.6,"mobile","new",4
1204,"USA","M",1072.55,"computer","old",4
97653,"BRA","F",1958.23,"mobile","old",1
53272,"USA","M",672.07,"computer","old",5
24111,"USA","M",1743.35,"computer","new",9
75455,"TUR","F",2866.94,"mobile","new",8
43694,"CAN","M",1063.78,"computer","new",2
7880,"TUR","F",2429.8,"mobile","new",5
57722,"USA","M",913.74,"computer","old",6
22119,"FRA","F",1751.64,"mobile","old",1
67632,"GBR","F",2749.12,"computer","new",3
86409,"FRA","F",1391.68,"mobile","old",5
52523,"DEU","F",2770.45,"computer","new",14
53918,"TUR","F",98.94,"mobile","new",2
6333,"USA","M",1217.45,"mobile","new",6
68430,"MEX","M",774.66,"mobile","old",2
90232,"ESP","F",4330.13,"mobile","new",9
89419,"TUR","M",1273.93,"computer","old",3
55737,"BRA","F",1274.77,"mobile","new",2
19955,"USA","F",4166.37,"mobile","new",4
55368,"ESP","F",3474.21,"computer","old",5
47818,"BRA","F",725.94,"mobile","old",2
14417,"TUR","M",2326.39,"mobile","new",16
49286,"BRA","M",2958.24,"computer","new",5
92916,"MEX","F",2904.89,"mobile","new",3
25244,"USA","F",2348.98,"computer","old",5
5596,"DEU","M",3203.85,"mobile","old",3
40276,"MEX","M",3185.73,"mobile","old",2
60101,"DEU","M",2302.04,"mobile","old",1
37167,"MEX","F",1072.65,"mobile","new",1
69232,"USA","F",1841.48,"computer","new",7
22974,"USA","F",3142.47,"mobile","old",1
52851,"BRA","M",3007.53,"computer","new",7
4913,"BRA","M",1276.42,"mobile","old",1
10301,"TUR","M",1566.42,"mobile","old",7
76908,"USA","M",2075.58,"mobile","new",12
99701,"USA","M",1287.76,"mobile","new",3
18547,"FRA","F",3008.36,"computer","old",3
78774,"FRA","M",4122.61,"mobile","new",2
29370,"MEX","F",122.94,"computer","new",4
46843,"USA","M",3473.06,"mobile","new",5
58102,"BRA","F",2499.3,"mobile","old",1
36086,"MEX","M",3631.92,"mobile","new",3
76723,"USA","M",1989.85,"computer","new",3
82171,"TUR","F",345.57,"computer","new",5
9182,"USA","F",3109.71,"computer","old",1
71848,"BRA","M",1728.05,"computer","new",5
88852,"DEU","F",1711.46,"mobile","old",1
82585,"AUS","M",720.63,"computer","old",3
56519,"DEU","F",3112.36,"mobile","old",1
24671,"USA","F",181.05,"mobile","old",2
93648,"BRA","F",3326.75,"mobile","new",4
34134,"GBR","F",1125.63,"computer","new",3
47800,"FRA","F",1225.7,"mobile","old",2
25196,"USA","M",4356.19,"computer","old",4
65778,"TUR","F",1731.89,"mobile","new",10
7071,"TUR","F",2607.8,"mobile","old",1
40160,"TUR","F",1296.87,"computer","new",4
1498,"MEX","F",3358.51,"computer","new",3
57337,"USA","F",1421.69,"computer","new",1
60587,"USA","M",2805.52,"computer","new",5
20698,"BRA","F",570.07,"computer","old",2
65615,"MEX","M",2631.87,"computer","new",3
9723,"DEU","M",1171.84,"mobile","old",3
34599,"ESP","F",558.94,"mobile","old",1
4518,"BRA","F",1892.3,"mobile","old",1
62170,"USA","M",1256.18,"computer","new",3
81882,"USA","M",1347.43,"computer","new",1
4695,"USA","F",749.39,"computer","old",8
32102,"TUR","F",353.95,"mobile","old",7
78889,"BRA","F",842.31,"mobile","old",2
81025,"MEX","M",3688.15,"computer","old",9
97142,"MEX","M",2462.14,"mobile","old",4
74984,"DEU","M",1415.88,"mobile","old",1
92556,"BRA","F",1578.17,"computer","new",2
53289,"BRA","M",1773.92,"mobile","new",6
16436,"BRA","F",4238.41,"computer","old",5
26691,"USA","M",1318.21,"computer","new",3
53705,"MEX","M",372.96,"mobile","new",1
42887,"USA","F",2217.57,"computer","old",2
30237,"MEX","M",1879.95,"mobile","new",2
66766,"BRA","F",2676.38,"mobile","old",3
35556,"USA","M",2823.96,"mobile","new",3
32076,"MEX","F",407.41,"computer","new",7
26715,"USA","M",3959.92,"mobile","old",1
18388,"TUR","M",1962.31,"mobile","old",2
82526,"DEU","M",1599.8,"mobile","new",1
23977,"GBR","F",2419.35,"computer","old",4
68616,"BRA","M",2304.05,"mobile","new",10
63481,"GBR","M",769.3,"computer","old",11
31315,"FRA","F",1693.38,"mobile","old",3
43755,"GBR","M",3132.72,"mobile","new",3
45555,"AUS","F",5172.2,"mobile","new",4
57943,"CAN","M",3531.77,"computer","old",2
74659,"ESP","M",138.79,"computer","old",1
73799,"USA","M",2496.61,"mobile","new",6
20400,"FRA","M",2085.73,"computer","old",7
4972,"GBR","M",2285.99,"computer","new",6
69045,"USA","M",2192.29,"computer","old",3
37492,"DEU","M",2431.98,"mobile","new",6
6373,"USA","M",2704.56,"computer","old",4
73396,"BRA","M",386.22,"computer","new",4
82756,"FRA","M",2588.74,"mobile","new",8
602,"MEX","M",2248.78,"computer","old",4
74059,"DEU","F",3596.61,"computer","new",3
47606,"BRA","F",1025.72,"computer","old",12
28577,"BRA","F",291.03,"mobile","new",3
7877,"USA","F",2039.51,"mobile","new",4
58263,"FRA","M",3913.23,"mobile","old",5
2777,"USA","F",3036.91,"computer","old",1
30712,"USA","F",110.46,"computer","old",9
17749,"USA","F",811.53,"mobile","old",9
7488,"USA","M",814.92,"mobile","old",2
76662,"FRA","F",1227.57,"mobile","old",2
45430,"TUR","F",311.74,"mobile","new",2
9739,"BRA","M",1746.19,"mobile","new",6
61775,"GBR","M",1043.39,"computer","new",3
19512,"USA","M",3445.15,"computer","old",1
80143,"BRA","F",1156.25,"computer","new",7
49588,"USA","M",1262.97,"mobile","new",4
49753,"BRA","F",419.29,"mobile","old",5
90499,"USA","M",839.15,"computer","old",1
52292,"GBR","F",710.26,"mobile","old",1
38245,"MEX","F",3889.17,"mobile","new",2
99046,"BRA","F",1687.66,"computer","old",1
4682,"CAN","M",4122.85,"computer","new",3
68957,"USA","M",3016.65,"mobile","new",5
37765,"BRA","M",5229.57,"mobile","new",1
34827,"GBR","M",915.59,"computer","old",5
86479,"MEX","F",2457.14,"computer","new",3
2748,"FRA","M",1468.95,"computer","new",12
56138,"CAN","M",2181.91,"computer","old",1
44859,"USA","F",546.82,"mobile","new",7
51442,"FRA","M",2277.53,"mobile","new",5
78912,"MEX","M",576.92,"mobile","new",13
75936,"USA","M",2998.9,"mobile","old",4
57223,"ESP","F",560.65,"mobile","new",4
67089,"BRA","M",4301.19,"computer","new",4
97664,"USA","M",59.06,"computer","new",12
27365,"BRA","F",1208.42,"computer","old",3
76141,"BRA","F",3666.98,"computer","old",2
87938,"USA","M",1822.4,"mobile","new",8
19927,"USA","M",2077.6,"mobile","new",19
2882,"ESP","M",679.65,"mobile","new",6
4015,"DEU","M",741.59,"computer","old",2
27913,"TUR","M",724.32,"mobile","new",2
29465,"DEU","M",602.17,"computer","new",6
9174,"FRA","F",829.14,"computer","new",3
7657,"MEX","M",1878.22,"mobile","old",1
31351,"MEX","M",2870.37,"mobile","new",7
68553,"MEX","F",167.81,"mobile","new",2
83192,"DEU","F",3205.73,"computer","new",1
42155,"DEU","M",2952.3,"computer","new",4
65995,"USA","M",632.76,"computer","old",1
92999,"BRA","M",2787.52,"computer","new",1
10044,"GBR","M",2643.46,"mobile","new",6
93926,"DEU","F",536.22,"mobile","old",1
14666,"USA","F",2439.4,"computer","new",6
26226,"ESP","M",2035.39,"computer","old",3
54371,"USA","F",3578.58,"mobile","old",2
91194,"USA","F",4080.98,"computer","old",3
72668,"BRA","M",3275.16,"mobile","new",1
38920,"CAN","M",3015.03,"mobile","old",5
96855,"USA","F",1245.16,"mobile","new",3
19360,"BRA","F",2214.04,"computer","old",1
94407,"BRA","F",3481.52,"computer","old",6
22344,"TUR","F",1117.6,"mobile","new",1
98763,"BRA","F",1229.58,"mobile","old",2
42039,"BRA","M",2524.92,"mobile","old",1
83836,"FRA","F",311.21,"mobile","old",1
51953,"USA","M",2359.37,"computer","new",7
91407,"BRA","F",783.66,"computer","new",11
86414,"BRA","M",2714.36,"mobile","old",1
95387,"USA","M",1852.12,"mobile","old",4
36385,"TUR","F",1710.37,"computer","new",1
74075,"BRA","F",3217.87,"mobile","new",6
36671,"TUR","M",2672.45,"mobile","new",5
29343,"CAN","F",2097.93,"computer","new",4
47159,"USA","M",2539.69,"mobile","old",3
34162,"MEX","F",174.01,"computer","old",1
70508,"BRA","M",594.54,"computer","new",4
66396,"DEU","F",1122.75,"computer","new",1
65053,"BRA","M",1849.41,"mobile","new",4
83653,"FRA","M",2182.37,"mobile","new",1
81490,"DEU","M",2509.98,"mobile","old",1
76877,"DEU","F",3299.86,"computer","new",7
24243,"AUS","F",340.49,"mobile","new",3
74441,"BRA","M",979.06,"mobile","old",13
36829,"BRA","F",2876.2,"mobile","new",10
41218,"MEX","F",1252.36,"computer","old",2
67499,"USA","M",1196.58,"mobile","old",15
23294,"DEU","F",2052.07,"computer","old",2
76805,"MEX","M",3283.81,"computer","new",3
27103,"FRA","M",680.73,"computer","old",1
83355,"BRA","F",472.89,"mobile","old",3
1923,"USA","F",709.63,"mobile","new",4
31466,"USA","F",1739.99,"computer","new",7
5178,"TUR","F",503.43,"computer","new",1
49618,"DEU","F",1643.09,"computer","old",3
78638,"USA","M",2464.53,"mobile","new",5
47695,"BRA","M",434.34,"computer","old",5
48775,"MEX","F",1447.99,"computer","old",3
61449,"ESP","F",661.68,"mobile","old",1
43289,"TUR","F",1025.43,"computer","new",1
91176,"FRA","F",1557.69,"mobile","new",4
81547,"MEX","M",1279,"mobile","new",16
12636,"TUR","M",3154.65,"mobile","old",1
20547,"BRA","F",433.18,"computer","old",3
37247,"BRA","M",179.82,"mobile","old",1
37015,"TUR","F",146.69,"computer","new",13
53719,"GBR","F",1087.25,"computer","new",5
37208,"USA","M",1054.41,"mobile","old",7
18876,"ESP","F",1817.23,"mobile","new",6
17017,"BRA","M",561.29,"mobile","new",10
26566,"BRA","M",2177.85,"computer","old",4
62506,"FRA","F",2595.55,"computer","new",2
92120,"USA","M",1851.95,"computer","old",1
74640,"MEX","F",2594.51,"mobile","old",4
39264,"USA","F",3343.51,"computer","new",2
60225,"MEX","M",4182.3,"computer","new",5
89914,"CAN","F",1271.13,"mobile","new",3
99791,"BRA","F",2431.16,"mobile","old",3
13763,"MEX","M",1890.19,"mobile","new",9
79126,"USA","M",2872.18,"computer","old",2
15828,"USA","M",3228.37,"computer","new",1
4750,"USA","F",2400.58,"mobile","new",5
18807,"BRA","M",768.61,"mobile","new",1
91870,"MEX","F",2409.06,"computer","old",1
91570,"FRA","F",3309.91,"computer","new",3
41609,"TUR","F",1491.87,"computer","old",2
13797,"MEX","F",4195,"mobile","new",6
56767,"ESP","F",135.38,"mobile","new",12
8848,"DEU","M",2608.32,"computer","old",1
38947,"USA","F",1282.26,"mobile","old",1
50212,"USA","F",2203.02,"mobile","old",2
12791,"BRA","M",3056.4,"mobile","new",2
7196,"MEX","F",1810.88,"computer","new",4
25245,"BRA","F",3875.87,"mobile","new",7
58156,"MEX","M",121.14,"computer","new",2
64797,"USA","M",426.36,"mobile","old",1
75869,"DEU","F",3876.52,"mobile","new",5
35533,"USA","F",1572.82,"computer","new",2
65463,"USA","M",108.2,"computer","new",1
98821,"FRA","F",2657.83,"computer","new",2
52572,"ESP","F",542.55,"mobile","new",6
2647,"DEU","F",3779.06,"computer","new",13
80352,"USA","F",1734.27,"mobile","old",9
34796,"USA","F",2547.97,"computer","new",4
83727,"FRA","F",2027.54,"computer","old",4
38582,"USA","M",227.53,"computer","new",7
68362,"USA","M",1380.02,"mobile","new",3
85929,"DEU","F",1309.33,"mobile","new",3
21086,"USA","M",3648.74,"computer","new",1
94388,"BRA","F",2681.83,"computer","old",3
18304,"USA","M",2285.46,"computer","old",6
2761,"USA","M",449.81,"mobile","old",2
47651,"TUR","M",624.08,"computer","old",24
76,"USA","M",1852.84,"mobile","old",3
56753,"DEU","F",4059.48,"mobile","old",6
16029,"DEU","M",2623.32,"computer","old",15
37853,"BRA","M",869.22,"computer","old",6
40302,"FRA","F",815.9,"computer","new",2
75133,"USA","M",3129.7,"computer","old",3
4297,"BRA","F",1953.26,"computer","old",3
61429,"DEU","F",2568.95,"mobile","new",4
47529,"USA","M",1388.48,"computer","new",4
37106,"USA","M",879.85,"mobile","old",7
40838,"USA","M",1429.65,"computer","new",9
91239,"CAN","F",3835.09,"computer","old",2
83618,"MEX","F",1226.55,"computer","old",13
99285,"USA","M",207.33,"mobile","new",5
34490,"MEX","F",2915.48,"mobile","old",3
55582,"BRA","F",1105.6,"mobile","old",5
37294,"DEU","M",2965.64,"mobile","new",2
31859,"USA","F",1425.66,"computer","new",3
74482,"FRA","F",1742.15,"mobile","new",3
6529,"BRA","M",566.59,"computer","new",3
89521,"USA","M",4068.32,"mobile","old",8
15524,"USA","F",1078.83,"computer","old",3
7053,"FRA","F",2469.4,"mobile","old",3
82255,"USA","F",2185.03,"mobile","old",6
2222,"TUR","M",1804.53,"computer","new",12
87671,"DEU","M",1767.34,"mobile","new",5
88940,"FRA","F",1950.07,"computer","old",9
90727,"USA","F",2274.66,"computer","old",4
97700,"BRA","M",2358.84,"mobile","new",1
20995,"ESP","M",1174.83,"mobile","new",2
40459,"MEX","F",2076.77,"computer","old",2
11166,"USA","F",1592.42,"mobile","old",5
35046,"USA","M",1089.02,"computer","old",4
95455,"MEX","M",683.41,"computer","new",1
16322,"DEU","M",724.36,"mobile","new",4
42611,"MEX","F",4781.32,"computer","old",4
39155,"MEX","F",1174.69,"mobile","new",3
65854,"USA","F",3335.4,"computer","new",6
1627,"GBR","F",2089.54,"computer","old",5
96703,"USA","M",1149.35,"mobile","new",6
53391,"MEX","F",1425.56,"mobile","new",4
32035,"USA","F",1214.85,"computer","new",6
75938,"USA","F",5048.7,"computer","new",6
28613,"TUR","F",1994.51,"computer","new",5
19586,"USA","M",1926.67,"mobile","new",6
11735,"ESP","F",219.66,"computer","new",2
77589,"BRA","M",2357.99,"mobile","old",2
53971,"TUR","F",2392.29,"computer","old",10
40133,"USA","M",2796.65,"mobile","new",6
23248,"ESP","F",927.66,"computer","new",1
4968,"BRA","F",1620.81,"mobile","new",3
77872,"BRA","F",1719.2,"computer","new",10
56986,"TUR","F",3031.16,"computer","new",1
80931,"CAN","M",565.87,"mobile","new",2
44447,"USA","M",805.59,"computer","new",6
24728,"USA","M",2474.1,"mobile","new",3
52551,"DEU","F",3289.1,"mobile","old",4
30541,"USA","M",1289.07,"mobile","old",1
15546,"TUR","M",4799.86,"computer","new",4
80653,"TUR","F",2002.93,"mobile","old",9
98116,"USA","F",3156.19,"computer","new",7
49689,"BRA","M",360.99,"mobile","new",20
10550,"BRA","F",2354.73,"computer","old",1
86015,"TUR","F",41.82,"computer","new",5
87576,"BRA","M",3428.17,"mobile","new",7
61118,"MEX","F",3840.11,"mobile","new",7
72047,"TUR","M",404.08,"mobile","new",9
28535,"TUR","M",1727.94,"mobile","old",2
19685,"MEX","F",3138.38,"mobile","new",6
90544,"MEX","F",3857.7,"mobile","new",8
56471,"BRA","M",2533.6,"computer","old",5
99374,"CAN","M",726.95,"mobile","new",5
40159,"USA","M",253.48,"computer","new",1
32661,"USA","M",279.86,"computer","old",12
49408,"USA","F",1239.12,"mobile","new",6
28999,"CAN","M",2993.84,"mobile","new",5
17711,"ESP","M",2219.91,"computer","old",7
73171,"MEX","M",146.14,"computer","old",6
47505,"BRA","M",4809.92,"mobile","new",2
7789,"USA","M",849.44,"computer","old",2
12447,"DEU","F",1530.51,"mobile","old",2
74556,"USA","F",1274.58,"mobile","old",2
95877,"BRA","F",3365.24,"computer","new",5
4298,"DEU","M",2488.61,"mobile","old",2
25948,"ESP","F",1719.68,"computer","new",10
47534,"ESP","M",4189.6,"computer","new",6
65505,"MEX","F",273.28,"computer","new",4
72884,"BRA","F",1566.86,"mobile","old",8
68703,"USA","F",1805.02,"computer","new",10
93017,"ESP","M",766.09,"mobile","new",5
756,"USA","F",696.1,"mobile","new",3
13157,"BRA","F",2371.06,"mobile","new",3
64750,"MEX","F",2876,"mobile","new",4
80650,"USA","M",431.08,"mobile","new",10
93955,"MEX","M",275.28,"computer","old",1
14600,"USA","M",2385.96,"mobile","new",2
27525,"AUS","F",2710.26,"mobile","old",3
24934,"USA","M",2978.47,"mobile","new",1
78082,"FRA","M",1423.39,"computer","new",2
887,"CAN","M",1731.93,"mobile","old",1
28360,"USA","M",3593.38,"computer","new",6
914,"BRA","F",3473.77,"mobile","old",2
92958,"USA","F",2119.87,"computer","old",3
14405,"DEU","M",1889.86,"mobile","old",3
45533,"BRA","M",2200.81,"computer","old",11
92684,"USA","F",1604.78,"mobile","old",6
81921,"USA","F",1759.59,"computer","old",2
80734,"TUR","F",649.36,"computer","old",1
96754,"USA","M",1943.06,"mobile","new",1
36234,"USA","M",2406.76,"computer","old",3
83712,"DEU","F",3985.21,"mobile","old",8
93439,"USA","M",1795.9,"computer","old",4
63967,"DEU","M",4650,"computer","new",5
91468,"BRA","M",2078.19,"mobile","new",11
84189,"BRA","F",745.44,"computer","new",5
20474,"DEU","M",228.49,"computer","old",4
14478,"USA","M",2031.01,"computer","new",6
10943,"USA","M",1617.16,"mobile","new",7
1789,"GBR","M",2021.9,"mobile","new",3
23506,"USA","F",1140.55,"computer","new",5
93970,"BRA","M",1092.48,"computer","new",14
32638,"USA","F",2797.99,"mobile","old",4
5483,"USA","F",1916.16,"computer","new",9
72383,"USA","F",2627.61,"computer","new",2
41125,"AUS","M",4414.63,"mobile","new",6
22849,"GBR","F",767.38,"computer","new",9
58127,"GBR","M",3196.96,"mobile","new",5
38854,"DEU","M",2381.19,"computer","new",11
4961,"USA","F",364.97,"mobile","new",5
77224,"GBR","M",375.81,"mobile","new",3
84796,"USA","M",128.33,"computer","new",5
73717,"DEU","M",279.03,"mobile","new",4
3004,"USA","M",3014.76,"computer","new",6
8390,"USA","M",2358.99,"mobile","old",2
30774,"DEU","M",4273.54,"mobile","new",1
47868,"ESP","M",3129.22,"computer","old",7
64790,"TUR","M",4902.29,"computer","new",6
91311,"GBR","F",4068.32,"computer","old",1
88178,"BRA","F",3136.06,"mobile","new",7
15017,"USA","M",4893.26,"mobile","old",5
67101,"DEU","M",534.67,"computer","new",9
50108,"DEU","M",2413.86,"mobile","new",6
